query_idx,bucket,input_tokens,condition,cloud,model,latency_ms,cost_usd,success
28,short,11,static_aws,aws,mistral-7b,996.2,0.01806,True
28,short,11,static_azure,azure,mistral-7b,881.7,0.01998,True
28,short,11,round_robin,aws,mistral-7b,996.2,0.01806,True
28,short,11,predictive,azure,mistral-7b,881.7,0.01998,True
29,short,11,static_aws,aws,mistral-7b,996.2,0.01806,True
29,short,11,static_azure,azure,mistral-7b,881.7,0.01998,True
29,short,11,round_robin,azure,mistral-7b,881.7,0.01998,True
29,short,11,predictive,azure,mistral-7b,881.7,0.01998,True
30,short,28,static_aws,aws,mistral-7b,996.2,0.02144,True
30,short,28,static_azure,azure,mistral-7b,881.7,0.02372,True
30,short,28,round_robin,aws,mistral-7b,996.2,0.02144,True
30,short,28,predictive,azure,mistral-7b,881.7,0.02372,True
31,short,32,static_aws,aws,mistral-7b,996.2,0.02223,True
31,short,32,static_azure,azure,mistral-7b,881.7,0.0246,True
31,short,32,round_robin,azure,mistral-7b,881.7,0.0246,True
31,short,32,predictive,azure,mistral-7b,881.7,0.0246,True
32,short,47,static_aws,aws,mistral-7b,996.2,0.02521,True
32,short,47,static_azure,azure,mistral-7b,881.7,0.02789,True
32,short,47,round_robin,aws,mistral-7b,996.2,0.02521,True
32,short,47,predictive,azure,mistral-7b,881.7,0.02789,True
33,short,17,static_aws,aws,mistral-7b,996.2,0.01925,True
33,short,17,static_azure,azure,mistral-7b,881.7,0.0213,True
33,short,17,round_robin,azure,mistral-7b,881.7,0.0213,True
33,short,17,predictive,azure,mistral-7b,881.7,0.0213,True
34,medium,175,static_aws,aws,mistral-7b,996.2,0.10421,True
34,medium,175,static_azure,azure,mistral-7b,881.7,0.11529,True
34,medium,175,round_robin,aws,mistral-7b,996.2,0.10421,True
34,medium,175,predictive,azure,mistral-7b,881.7,0.11529,True
35,short,31,static_aws,aws,mistral-7b,996.2,0.02203,True
35,short,31,static_azure,azure,mistral-7b,881.7,0.02438,True
35,short,31,round_robin,azure,mistral-7b,881.7,0.02438,True
35,short,31,predictive,azure,mistral-7b,881.7,0.02438,True
36,short,96,static_aws,aws,mistral-7b,996.2,0.03494,True
36,short,96,static_azure,azure,mistral-7b,881.7,0.03865,True
36,short,96,round_robin,aws,mistral-7b,996.2,0.03494,True
36,short,96,predictive,azure,mistral-7b,881.7,0.03865,True
37,short,25,static_aws,aws,mistral-7b,996.2,0.02084,True
37,short,25,static_azure,azure,mistral-7b,881.7,0.02306,True
37,short,25,round_robin,azure,mistral-7b,881.7,0.02306,True
37,short,25,predictive,azure,mistral-7b,881.7,0.02306,True
38,short,18,static_aws,aws,mistral-7b,996.2,0.01945,True
38,short,18,static_azure,azure,mistral-7b,881.7,0.02152,True
38,short,18,round_robin,aws,mistral-7b,996.2,0.01945,True
38,short,18,predictive,azure,mistral-7b,881.7,0.02152,True
39,short,13,static_aws,aws,mistral-7b,996.2,0.01846,True
39,short,13,static_azure,azure,mistral-7b,881.7,0.02042,True
39,short,13,round_robin,azure,mistral-7b,881.7,0.02042,True
39,short,13,predictive,azure,mistral-7b,881.7,0.02042,True
40,medium,243,static_aws,aws,mistral-7b,996.2,0.11771,True
40,medium,243,static_azure,azure,mistral-7b,881.7,0.13022,True
40,medium,243,round_robin,aws,mistral-7b,996.2,0.11771,True
40,medium,243,predictive,azure,mistral-7b,881.7,0.13022,True
41,short,17,static_aws,aws,mistral-7b,996.2,0.01925,True
41,short,17,static_azure,azure,mistral-7b,881.7,0.0213,True
41,short,17,round_robin,azure,mistral-7b,881.7,0.0213,True
41,short,17,predictive,azure,mistral-7b,881.7,0.0213,True
42,short,70,static_aws,aws,mistral-7b,996.2,0.02977,True
42,short,70,static_azure,azure,mistral-7b,881.7,0.03294,True
42,short,70,round_robin,aws,mistral-7b,996.2,0.02977,True
42,short,70,predictive,azure,mistral-7b,881.7,0.03294,True
43,short,52,static_aws,aws,mistral-7b,996.2,0.0262,True
43,short,52,static_azure,azure,mistral-7b,881.7,0.02899,True
43,short,52,round_robin,azure,mistral-7b,881.7,0.02899,True
43,short,52,predictive,azure,mistral-7b,881.7,0.02899,True
44,medium,277,static_aws,aws,mistral-7b,996.2,0.12446,True
44,medium,277,static_azure,azure,mistral-7b,881.7,0.13769,True
44,medium,277,round_robin,aws,mistral-7b,996.2,0.12446,True
44,medium,277,predictive,azure,mistral-7b,881.7,0.13769,True
45,short,27,static_aws,aws,mistral-7b,996.2,0.02124,True
45,short,27,static_azure,azure,mistral-7b,881.7,0.0235,True
45,short,27,round_robin,azure,mistral-7b,881.7,0.0235,True
45,short,27,predictive,azure,mistral-7b,881.7,0.0235,True
46,short,11,static_aws,aws,mistral-7b,996.2,0.01806,True
46,short,11,static_azure,azure,mistral-7b,881.7,0.01998,True
46,short,11,round_robin,aws,mistral-7b,996.2,0.01806,True
46,short,11,predictive,azure,mistral-7b,881.7,0.01998,True
47,medium,124,static_aws,aws,mistral-7b,996.2,0.09409,True
47,medium,124,static_azure,azure,mistral-7b,881.7,0.10409,True
47,medium,124,round_robin,azure,mistral-7b,881.7,0.10409,True
47,medium,124,predictive,azure,mistral-7b,881.7,0.10409,True
48,short,18,static_aws,aws,mistral-7b,996.2,0.01945,True
48,short,18,static_azure,azure,mistral-7b,881.7,0.02152,True
48,short,18,round_robin,aws,mistral-7b,996.2,0.01945,True
48,short,18,predictive,azure,mistral-7b,881.7,0.02152,True
49,short,29,static_aws,aws,mistral-7b,996.2,0.02164,True
49,short,29,static_azure,azure,mistral-7b,881.7,0.02394,True
49,short,29,round_robin,azure,mistral-7b,881.7,0.02394,True
49,short,29,predictive,azure,mistral-7b,881.7,0.02394,True
50,short,18,static_aws,aws,mistral-7b,881.3,0.02258,True
50,short,18,static_azure,azure,mistral-7b,914.1,0.02266,True
50,short,18,round_robin,aws,mistral-7b,881.3,0.02258,True
50,short,18,predictive,aws,mistral-7b,881.3,0.02258,True
51,short,19,static_aws,aws,mistral-7b,881.3,0.02281,True
51,short,19,static_azure,azure,mistral-7b,914.1,0.02289,True
51,short,19,round_robin,azure,mistral-7b,914.1,0.02289,True
51,short,19,predictive,aws,mistral-7b,881.3,0.02281,True
52,medium,357,static_aws,aws,mistral-7b,881.3,0.16289,True
52,medium,357,static_azure,azure,mistral-7b,914.1,0.16346,True
52,medium,357,round_robin,aws,mistral-7b,881.3,0.16289,True
52,medium,357,predictive,aws,mistral-7b,881.3,0.16289,True
53,medium,270,static_aws,aws,mistral-7b,881.3,0.14285,True
53,medium,270,static_azure,azure,mistral-7b,914.1,0.14334,True
53,medium,270,round_robin,azure,mistral-7b,914.1,0.14334,True
53,medium,270,predictive,aws,mistral-7b,881.3,0.14285,True
54,short,13,static_aws,aws,mistral-7b,881.3,0.02143,True
54,short,13,static_azure,azure,mistral-7b,914.1,0.0215,True
54,short,13,round_robin,aws,mistral-7b,881.3,0.02143,True
54,short,13,predictive,aws,mistral-7b,881.3,0.02143,True
55,short,34,static_aws,aws,mistral-7b,881.3,0.02627,True
55,short,34,static_azure,azure,mistral-7b,914.1,0.02636,True
55,short,34,round_robin,azure,mistral-7b,914.1,0.02636,True
55,short,34,predictive,aws,mistral-7b,881.3,0.02627,True
56,medium,117,static_aws,aws,mistral-7b,881.3,0.1076,True
56,medium,117,static_azure,azure,mistral-7b,914.1,0.10797,True
56,medium,117,round_robin,aws,mistral-7b,881.3,0.1076,True
56,medium,117,predictive,aws,mistral-7b,881.3,0.1076,True
57,short,74,static_aws,aws,mistral-7b,881.3,0.03548,True
57,short,74,static_azure,azure,mistral-7b,914.1,0.0356,True
57,short,74,round_robin,azure,mistral-7b,914.1,0.0356,True
57,short,74,predictive,aws,mistral-7b,881.3,0.03548,True
58,short,10,static_aws,aws,mistral-7b,881.3,0.02074,True
58,short,10,static_azure,azure,mistral-7b,914.1,0.02081,True
58,short,10,round_robin,aws,mistral-7b,881.3,0.02074,True
58,short,10,predictive,aws,mistral-7b,881.3,0.02074,True
59,medium,103,static_aws,aws,mistral-7b,881.3,0.10437,True
59,medium,103,static_azure,azure,mistral-7b,914.1,0.10473,True
59,medium,103,round_robin,azure,mistral-7b,914.1,0.10473,True
59,medium,103,predictive,aws,mistral-7b,881.3,0.10437,True
60,short,51,static_aws,aws,mistral-7b,881.3,0.03018,True
60,short,51,static_azure,azure,mistral-7b,914.1,0.03029,True
60,short,51,round_robin,aws,mistral-7b,881.3,0.03018,True
60,short,51,predictive,aws,mistral-7b,881.3,0.03018,True
61,medium,132,static_aws,aws,mistral-7b,881.3,0.11105,True
61,medium,132,static_azure,azure,mistral-7b,914.1,0.11144,True
61,medium,132,round_robin,azure,mistral-7b,914.1,0.11144,True
61,medium,132,predictive,aws,mistral-7b,881.3,0.11105,True
62,short,29,static_aws,aws,mistral-7b,881.3,0.02511,True
62,short,29,static_azure,azure,mistral-7b,914.1,0.0252,True
62,short,29,round_robin,aws,mistral-7b,881.3,0.02511,True
62,short,29,predictive,aws,mistral-7b,881.3,0.02511,True
63,short,13,static_aws,aws,mistral-7b,881.3,0.02143,True
63,short,13,static_azure,azure,mistral-7b,914.1,0.0215,True
63,short,13,round_robin,azure,mistral-7b,914.1,0.0215,True
63,short,13,predictive,aws,mistral-7b,881.3,0.02143,True
64,short,14,static_aws,aws,mistral-7b,881.3,0.02166,True
64,short,14,static_azure,azure,mistral-7b,914.1,0.02173,True
64,short,14,round_robin,aws,mistral-7b,881.3,0.02166,True
64,short,14,predictive,aws,mistral-7b,881.3,0.02166,True
65,short,21,static_aws,aws,mistral-7b,881.3,0.02327,True
65,short,21,static_azure,azure,mistral-7b,914.1,0.02335,True
65,short,21,round_robin,azure,mistral-7b,914.1,0.02335,True
65,short,21,predictive,aws,mistral-7b,881.3,0.02327,True
66,medium,153,static_aws,aws,mistral-7b,881.3,0.11589,True
66,medium,153,static_azure,azure,mistral-7b,914.1,0.11629,True
66,medium,153,round_robin,aws,mistral-7b,881.3,0.11589,True
66,medium,153,predictive,aws,mistral-7b,881.3,0.11589,True
67,short,26,static_aws,aws,mistral-7b,881.3,0.02442,True
67,short,26,static_azure,azure,mistral-7b,914.1,0.02451,True
67,short,26,round_robin,azure,mistral-7b,914.1,0.02451,True
67,short,26,predictive,aws,mistral-7b,881.3,0.02442,True
68,medium,287,static_aws,aws,mistral-7b,881.3,0.14676,True
68,medium,287,static_azure,azure,mistral-7b,914.1,0.14727,True
68,medium,287,round_robin,aws,mistral-7b,881.3,0.14676,True
68,medium,287,predictive,aws,mistral-7b,881.3,0.14676,True
69,medium,381,static_aws,aws,mistral-7b,881.3,0.16842,True
69,medium,381,static_azure,azure,mistral-7b,914.1,0.16901,True
69,medium,381,round_robin,azure,mistral-7b,914.1,0.16901,True
69,medium,381,predictive,aws,mistral-7b,881.3,0.16842,True
70,short,12,static_aws,aws,mistral-7b,881.3,0.0212,True
70,short,12,static_azure,azure,mistral-7b,914.1,0.02127,True
70,short,12,round_robin,aws,mistral-7b,881.3,0.0212,True
70,short,12,predictive,aws,mistral-7b,881.3,0.0212,True
71,medium,122,static_aws,aws,mistral-7b,881.3,0.10875,True
71,medium,122,static_azure,azure,mistral-7b,914.1,0.10913,True
71,medium,122,round_robin,azure,mistral-7b,914.1,0.10913,True
71,medium,122,predictive,aws,mistral-7b,881.3,0.10875,True
72,medium,102,static_aws,aws,mistral-7b,881.3,0.10414,True
72,medium,102,static_azure,azure,mistral-7b,914.1,0.1045,True
72,medium,102,round_robin,aws,mistral-7b,881.3,0.10414,True
72,medium,102,predictive,aws,mistral-7b,881.3,0.10414,True
73,medium,136,static_aws,aws,mistral-7b,881.3,0.11197,True
73,medium,136,static_azure,azure,mistral-7b,914.1,0.11236,True
73,medium,136,round_robin,azure,mistral-7b,914.1,0.11236,True
73,medium,136,predictive,aws,mistral-7b,881.3,0.11197,True
74,medium,324,static_aws,aws,mistral-7b,881.3,0.15529,True
74,medium,324,static_azure,azure,mistral-7b,914.1,0.15583,True
74,medium,324,round_robin,aws,mistral-7b,881.3,0.15529,True
74,medium,324,predictive,aws,mistral-7b,881.3,0.15529,True
75,medium,477,static_aws,aws,mistral-7b,881.3,0.19054,True
75,medium,477,static_azure,azure,mistral-7b,914.1,0.1912,True
75,medium,477,round_robin,azure,mistral-7b,914.1,0.1912,True
75,medium,477,predictive,aws,mistral-7b,881.3,0.19054,True
76,short,30,static_aws,aws,mistral-7b,881.3,0.02534,True
76,short,30,static_azure,azure,mistral-7b,914.1,0.02543,True
76,short,30,round_robin,aws,mistral-7b,881.3,0.02534,True
76,short,30,predictive,aws,mistral-7b,881.3,0.02534,True
77,medium,489,static_aws,aws,mistral-7b,881.3,0.19331,True
77,medium,489,static_azure,azure,mistral-7b,914.1,0.19398,True
77,medium,489,round_robin,azure,mistral-7b,914.1,0.19398,True
77,medium,489,predictive,aws,mistral-7b,881.3,0.19331,True
78,short,27,static_aws,aws,mistral-7b,881.3,0.02465,True
78,short,27,static_azure,azure,mistral-7b,914.1,0.02474,True
78,short,27,round_robin,aws,mistral-7b,881.3,0.02465,True
78,short,27,predictive,aws,mistral-7b,881.3,0.02465,True
79,short,13,static_aws,aws,mistral-7b,881.3,0.02143,True
79,short,13,static_azure,azure,mistral-7b,914.1,0.0215,True
79,short,13,round_robin,azure,mistral-7b,914.1,0.0215,True
79,short,13,predictive,aws,mistral-7b,881.3,0.02143,True
80,short,18,static_aws,aws,mistral-7b,881.3,0.02258,True
80,short,18,static_azure,azure,mistral-7b,914.1,0.02266,True
80,short,18,round_robin,aws,mistral-7b,881.3,0.02258,True
80,short,18,predictive,aws,mistral-7b,881.3,0.02258,True
81,short,18,static_aws,aws,mistral-7b,881.3,0.02258,True
81,short,18,static_azure,azure,mistral-7b,914.1,0.02266,True
81,short,18,round_robin,azure,mistral-7b,914.1,0.02266,True
81,short,18,predictive,aws,mistral-7b,881.3,0.02258,True
82,medium,392,static_aws,aws,mistral-7b,881.3,0.17096,True
82,medium,392,static_azure,azure,mistral-7b,914.1,0.17155,True
82,medium,392,round_robin,aws,mistral-7b,881.3,0.17096,True
82,medium,392,predictive,aws,mistral-7b,881.3,0.17096,True
83,short,32,static_aws,aws,mistral-7b,881.3,0.0258,True
83,short,32,static_azure,azure,mistral-7b,914.1,0.02589,True
83,short,32,round_robin,azure,mistral-7b,914.1,0.02589,True
83,short,32,predictive,aws,mistral-7b,881.3,0.0258,True
84,medium,107,static_aws,aws,mistral-7b,881.3,0.10529,True
84,medium,107,static_azure,azure,mistral-7b,914.1,0.10566,True
84,medium,107,round_robin,aws,mistral-7b,881.3,0.10529,True
84,medium,107,predictive,aws,mistral-7b,881.3,0.10529,True
85,medium,221,static_aws,aws,mistral-7b,881.3,0.13156,True
85,medium,221,static_azure,azure,mistral-7b,914.1,0.13202,True
85,medium,221,round_robin,azure,mistral-7b,914.1,0.13202,True
85,medium,221,predictive,aws,mistral-7b,881.3,0.13156,True
86,medium,102,static_aws,aws,mistral-7b,881.3,0.10414,True
86,medium,102,static_azure,azure,mistral-7b,914.1,0.1045,True
86,medium,102,round_robin,aws,mistral-7b,881.3,0.10414,True
86,medium,102,predictive,aws,mistral-7b,881.3,0.10414,True
87,short,39,static_aws,aws,mistral-7b,881.3,0.02742,True
87,short,39,static_azure,azure,mistral-7b,914.1,0.02751,True
87,short,39,round_robin,azure,mistral-7b,914.1,0.02751,True
87,short,39,predictive,aws,mistral-7b,881.3,0.02742,True
88,medium,149,static_aws,aws,mistral-7b,881.3,0.11497,True
88,medium,149,static_azure,azure,mistral-7b,914.1,0.11537,True
88,medium,149,round_robin,aws,mistral-7b,881.3,0.11497,True
88,medium,149,predictive,aws,mistral-7b,881.3,0.11497,True
89,short,12,static_aws,aws,mistral-7b,881.3,0.0212,True
89,short,12,static_azure,azure,mistral-7b,914.1,0.02127,True
89,short,12,round_robin,azure,mistral-7b,914.1,0.02127,True
89,short,12,predictive,aws,mistral-7b,881.3,0.0212,True
90,short,43,static_aws,aws,mistral-7b,881.3,0.02834,True
90,short,43,static_azure,azure,mistral-7b,914.1,0.02844,True
90,short,43,round_robin,aws,mistral-7b,881.3,0.02834,True
90,short,43,predictive,aws,mistral-7b,881.3,0.02834,True
91,short,16,static_aws,aws,mistral-7b,881.3,0.02212,True
91,short,16,static_azure,azure,mistral-7b,914.1,0.0222,True
91,short,16,round_robin,azure,mistral-7b,914.1,0.0222,True
91,short,16,predictive,aws,mistral-7b,881.3,0.02212,True
92,medium,143,static_aws,aws,mistral-7b,881.3,0.11359,True
92,medium,143,static_azure,azure,mistral-7b,914.1,0.11398,True
92,medium,143,round_robin,aws,mistral-7b,881.3,0.11359,True
92,medium,143,predictive,aws,mistral-7b,881.3,0.11359,True
93,short,12,static_aws,aws,mistral-7b,881.3,0.0212,True
93,short,12,static_azure,azure,mistral-7b,914.1,0.02127,True
93,short,12,round_robin,azure,mistral-7b,914.1,0.02127,True
93,short,12,predictive,aws,mistral-7b,881.3,0.0212,True
94,short,16,static_aws,aws,mistral-7b,881.3,0.02212,True
94,short,16,static_azure,azure,mistral-7b,914.1,0.0222,True
94,short,16,round_robin,aws,mistral-7b,881.3,0.02212,True
94,short,16,predictive,aws,mistral-7b,881.3,0.02212,True
95,short,16,static_aws,aws,mistral-7b,881.3,0.02212,True
95,short,16,static_azure,azure,mistral-7b,914.1,0.0222,True
95,short,16,round_robin,azure,mistral-7b,914.1,0.0222,True
95,short,16,predictive,aws,mistral-7b,881.3,0.02212,True
96,short,25,static_aws,aws,mistral-7b,881.3,0.02419,True
96,short,25,static_azure,azure,mistral-7b,914.1,0.02428,True
96,short,25,round_robin,aws,mistral-7b,881.3,0.02419,True
96,short,25,predictive,aws,mistral-7b,881.3,0.02419,True
97,medium,233,static_aws,aws,mistral-7b,881.3,0.13432,True
97,medium,233,static_azure,azure,mistral-7b,914.1,0.13479,True
97,medium,233,round_robin,azure,mistral-7b,914.1,0.13479,True
97,medium,233,predictive,aws,mistral-7b,881.3,0.13432,True
98,medium,136,static_aws,aws,mistral-7b,881.3,0.11197,True
98,medium,136,static_azure,azure,mistral-7b,914.1,0.11236,True
98,medium,136,round_robin,aws,mistral-7b,881.3,0.11197,True
98,medium,136,predictive,aws,mistral-7b,881.3,0.11197,True
99,short,19,static_aws,aws,mistral-7b,881.3,0.02281,True
99,short,19,static_azure,azure,mistral-7b,914.1,0.02289,True
99,short,19,round_robin,azure,mistral-7b,914.1,0.02289,True
99,short,19,predictive,aws,mistral-7b,881.3,0.02281,True
100,short,42,static_aws,aws,mistral-7b,1021.9,0.02097,True
100,short,42,static_azure,azure,mistral-7b,886.7,0.03126,True
100,short,42,round_robin,aws,mistral-7b,1021.9,0.02097,True
100,short,42,predictive,azure,mistral-7b,886.7,0.03126,True
101,medium,175,static_aws,aws,mistral-7b,1021.9,0.09025,True
101,medium,175,static_azure,azure,mistral-7b,886.7,0.1345,True
101,medium,175,round_robin,azure,mistral-7b,886.7,0.1345,True
101,medium,175,predictive,azure,mistral-7b,886.7,0.1345,True
102,short,18,static_aws,aws,mistral-7b,1021.9,0.01685,True
102,short,18,static_azure,azure,mistral-7b,886.7,0.02511,True
102,short,18,round_robin,aws,mistral-7b,1021.9,0.01685,True
102,short,18,predictive,azure,mistral-7b,886.7,0.02511,True
103,medium,285,static_aws,aws,mistral-7b,1021.9,0.10916,True
103,medium,285,static_azure,azure,mistral-7b,886.7,0.16269,True
103,medium,285,round_robin,azure,mistral-7b,886.7,0.16269,True
103,medium,285,predictive,azure,mistral-7b,886.7,0.16269,True
104,short,26,static_aws,aws,mistral-7b,1021.9,0.01822,True
104,short,26,static_azure,azure,mistral-7b,886.7,0.02716,True
104,short,26,round_robin,aws,mistral-7b,1021.9,0.01822,True
104,short,26,predictive,azure,mistral-7b,886.7,0.02716,True
105,medium,132,static_aws,aws,mistral-7b,1021.9,0.08286,True
105,medium,132,static_azure,azure,mistral-7b,886.7,0.12349,True
105,medium,132,round_robin,azure,mistral-7b,886.7,0.12349,True
105,medium,132,predictive,azure,mistral-7b,886.7,0.12349,True
106,short,12,static_aws,aws,mistral-7b,1021.9,0.01581,True
106,short,12,static_azure,azure,mistral-7b,886.7,0.02357,True
106,short,12,round_robin,aws,mistral-7b,1021.9,0.01581,True
106,short,12,predictive,azure,mistral-7b,886.7,0.02357,True
107,medium,199,static_aws,aws,mistral-7b,1021.9,0.09437,True
107,medium,199,static_azure,azure,mistral-7b,886.7,0.14065,True
107,medium,199,round_robin,azure,mistral-7b,886.7,0.14065,True
107,medium,199,predictive,azure,mistral-7b,886.7,0.14065,True
