query_idx,bucket,input_tokens,condition,cloud,model,latency_ms,cost_usd,success
14,medium,117,round_robin,aws,mistral-7b,893.4,0.11138,True
14,medium,117,predictive,azure,mistral-7b,739.3,0.09858,True
15,short,13,static_aws,aws,mistral-7b,893.4,0.02218,True
15,short,13,static_azure,azure,mistral-7b,739.3,0.01963,True
15,short,13,round_robin,azure,mistral-7b,739.3,0.01963,True
15,short,13,predictive,azure,mistral-7b,739.3,0.01963,True
16,medium,427,static_aws,aws,mistral-7b,893.4,0.18531,True
16,medium,427,static_azure,azure,mistral-7b,739.3,0.16402,True
16,medium,427,round_robin,aws,mistral-7b,893.4,0.18531,True
16,medium,427,predictive,azure,mistral-7b,739.3,0.16402,True
17,short,18,static_aws,aws,mistral-7b,893.4,0.02337,True
17,short,18,static_azure,azure,mistral-7b,739.3,0.02069,True
17,short,18,round_robin,azure,mistral-7b,739.3,0.02069,True
17,short,18,predictive,azure,mistral-7b,739.3,0.02069,True
18,short,24,static_aws,aws,mistral-7b,893.4,0.0248,True
18,short,24,static_azure,azure,mistral-7b,739.3,0.02195,True
18,short,24,round_robin,aws,mistral-7b,893.4,0.0248,True
18,short,24,predictive,azure,mistral-7b,739.3,0.02195,True
19,medium,174,static_aws,aws,mistral-7b,893.4,0.12497,True
19,medium,174,static_azure,azure,mistral-7b,739.3,0.11062,True
19,medium,174,round_robin,azure,mistral-7b,739.3,0.11062,True
19,medium,174,predictive,azure,mistral-7b,739.3,0.11062,True
20,medium,321,static_aws,aws,mistral-7b,893.4,0.16003,True
20,medium,321,static_azure,azure,mistral-7b,739.3,0.14165,True
20,medium,321,round_robin,aws,mistral-7b,893.4,0.16003,True
20,medium,321,predictive,azure,mistral-7b,739.3,0.14165,True
21,medium,170,static_aws,aws,mistral-7b,893.4,0.12402,True
21,medium,170,static_azure,azure,mistral-7b,739.3,0.10977,True
21,medium,170,round_robin,azure,mistral-7b,739.3,0.10977,True
21,medium,170,predictive,azure,mistral-7b,739.3,0.10977,True
22,medium,202,static_aws,aws,mistral-7b,893.4,0.13165,True
22,medium,202,static_azure,azure,mistral-7b,739.3,0.11653,True
22,medium,202,round_robin,aws,mistral-7b,893.4,0.13165,True
22,medium,202,predictive,azure,mistral-7b,739.3,0.11653,True
23,medium,291,static_aws,aws,mistral-7b,893.4,0.15288,True
23,medium,291,static_azure,azure,mistral-7b,739.3,0.13532,True
23,medium,291,round_robin,azure,mistral-7b,739.3,0.13532,True
23,medium,291,predictive,azure,mistral-7b,739.3,0.13532,True
24,short,22,static_aws,aws,mistral-7b,893.4,0.02433,True
24,short,22,static_azure,azure,mistral-7b,739.3,0.02153,True
24,short,22,round_robin,aws,mistral-7b,893.4,0.02433,True
24,short,22,predictive,azure,mistral-7b,739.3,0.02153,True
25,short,80,static_aws,aws,mistral-7b,893.4,0.03816,True
25,short,80,static_azure,azure,mistral-7b,739.3,0.03378,True
25,short,80,round_robin,azure,mistral-7b,739.3,0.03378,True
25,short,80,predictive,azure,mistral-7b,739.3,0.03378,True
26,short,54,static_aws,aws,mistral-7b,893.4,0.03196,True
26,short,54,static_azure,azure,mistral-7b,739.3,0.02829,True
26,short,54,round_robin,aws,mistral-7b,893.4,0.03196,True
26,short,54,predictive,azure,mistral-7b,739.3,0.02829,True
27,short,32,static_aws,aws,mistral-7b,893.4,0.02671,True
27,short,32,static_azure,azure,mistral-7b,739.3,0.02364,True
27,short,32,round_robin,azure,mistral-7b,739.3,0.02364,True
27,short,32,predictive,azure,mistral-7b,739.3,0.02364,True
28,short,11,static_aws,aws,mistral-7b,893.4,0.0217,True
28,short,11,static_azure,azure,mistral-7b,739.3,0.01921,True
28,short,11,round_robin,aws,mistral-7b,893.4,0.0217,True
28,short,11,predictive,azure,mistral-7b,739.3,0.01921,True
29,short,11,static_aws,aws,mistral-7b,893.4,0.0217,True
29,short,11,static_azure,azure,mistral-7b,739.3,0.01921,True
29,short,11,round_robin,azure,mistral-7b,739.3,0.01921,True
29,short,11,predictive,azure,mistral-7b,739.3,0.01921,True
30,short,28,static_aws,aws,mistral-7b,893.4,0.02576,True
30,short,28,static_azure,azure,mistral-7b,739.3,0.0228,True
30,short,28,round_robin,aws,mistral-7b,893.4,0.02576,True
30,short,28,predictive,azure,mistral-7b,739.3,0.0228,True
31,short,32,static_aws,aws,mistral-7b,893.4,0.02671,True
31,short,32,static_azure,azure,mistral-7b,739.3,0.02364,True
31,short,32,round_robin,azure,mistral-7b,739.3,0.02364,True
31,short,32,predictive,azure,mistral-7b,739.3,0.02364,True
32,short,47,static_aws,aws,mistral-7b,893.4,0.03029,True
32,short,47,static_azure,azure,mistral-7b,739.3,0.02681,True
32,short,47,round_robin,aws,mistral-7b,893.4,0.03029,True
32,short,47,predictive,azure,mistral-7b,739.3,0.02681,True
33,short,17,static_aws,aws,mistral-7b,893.4,0.02313,True
33,short,17,static_azure,azure,mistral-7b,739.3,0.02048,True
33,short,17,round_robin,azure,mistral-7b,739.3,0.02048,True
33,short,17,predictive,azure,mistral-7b,739.3,0.02048,True
34,medium,175,static_aws,aws,mistral-7b,893.4,0.12521,True
34,medium,175,static_azure,azure,mistral-7b,739.3,0.11083,True
34,medium,175,round_robin,aws,mistral-7b,893.4,0.12521,True
34,medium,175,predictive,azure,mistral-7b,739.3,0.11083,True
35,short,31,static_aws,aws,mistral-7b,893.4,0.02647,True
35,short,31,static_azure,azure,mistral-7b,739.3,0.02343,True
35,short,31,round_robin,azure,mistral-7b,739.3,0.02343,True
35,short,31,predictive,azure,mistral-7b,739.3,0.02343,True
36,short,96,static_aws,aws,mistral-7b,893.4,0.04198,True
36,short,96,static_azure,azure,mistral-7b,739.3,0.03715,True
36,short,96,round_robin,aws,mistral-7b,893.4,0.04198,True
36,short,96,predictive,azure,mistral-7b,739.3,0.03715,True
37,short,25,static_aws,aws,mistral-7b,893.4,0.02504,True
37,short,25,static_azure,azure,mistral-7b,739.3,0.02217,True
37,short,25,round_robin,azure,mistral-7b,739.3,0.02217,True
37,short,25,predictive,azure,mistral-7b,739.3,0.02217,True
38,short,18,static_aws,aws,mistral-7b,893.4,0.02337,True
38,short,18,static_azure,azure,mistral-7b,739.3,0.02069,True
38,short,18,round_robin,aws,mistral-7b,893.4,0.02337,True
38,short,18,predictive,azure,mistral-7b,739.3,0.02069,True
39,short,13,static_aws,aws,mistral-7b,893.4,0.02218,True
39,short,13,static_azure,azure,mistral-7b,739.3,0.01963,True
39,short,13,round_robin,azure,mistral-7b,739.3,0.01963,True
39,short,13,predictive,azure,mistral-7b,739.3,0.01963,True
40,medium,243,static_aws,aws,mistral-7b,893.4,0.14143,True
40,medium,243,static_azure,azure,mistral-7b,739.3,0.12518,True
40,medium,243,round_robin,aws,mistral-7b,893.4,0.14143,True
40,medium,243,predictive,azure,mistral-7b,739.3,0.12518,True
41,short,17,static_aws,aws,mistral-7b,893.4,0.02313,True
41,short,17,static_azure,azure,mistral-7b,739.3,0.02048,True
41,short,17,round_robin,azure,mistral-7b,739.3,0.02048,True
41,short,17,predictive,azure,mistral-7b,739.3,0.02048,True
42,short,70,static_aws,aws,mistral-7b,893.4,0.03577,True
42,short,70,static_azure,azure,mistral-7b,739.3,0.03166,True
42,short,70,round_robin,aws,mistral-7b,893.4,0.03577,True
42,short,70,predictive,azure,mistral-7b,739.3,0.03166,True
43,short,52,static_aws,aws,mistral-7b,893.4,0.03148,True
43,short,52,static_azure,azure,mistral-7b,739.3,0.02787,True
43,short,52,round_robin,azure,mistral-7b,739.3,0.02787,True
43,short,52,predictive,azure,mistral-7b,739.3,0.02787,True
44,medium,277,static_aws,aws,mistral-7b,893.4,0.14954,True
44,medium,277,static_azure,azure,mistral-7b,739.3,0.13236,True
44,medium,277,round_robin,aws,mistral-7b,893.4,0.14954,True
44,medium,277,predictive,azure,mistral-7b,739.3,0.13236,True
45,short,27,static_aws,aws,mistral-7b,893.4,0.02552,True
45,short,27,static_azure,azure,mistral-7b,739.3,0.02259,True
45,short,27,round_robin,azure,mistral-7b,739.3,0.02259,True
45,short,27,predictive,azure,mistral-7b,739.3,0.02259,True
46,short,11,static_aws,aws,mistral-7b,893.4,0.0217,True
46,short,11,static_azure,azure,mistral-7b,739.3,0.01921,True
46,short,11,round_robin,aws,mistral-7b,893.4,0.0217,True
46,short,11,predictive,azure,mistral-7b,739.3,0.01921,True
47,medium,124,static_aws,aws,mistral-7b,893.4,0.11305,True
47,medium,124,static_azure,azure,mistral-7b,739.3,0.10006,True
47,medium,124,round_robin,azure,mistral-7b,739.3,0.10006,True
47,medium,124,predictive,azure,mistral-7b,739.3,0.10006,True
48,short,18,static_aws,aws,mistral-7b,893.4,0.02337,True
48,short,18,static_azure,azure,mistral-7b,739.3,0.02069,True
48,short,18,round_robin,aws,mistral-7b,893.4,0.02337,True
48,short,18,predictive,azure,mistral-7b,739.3,0.02069,True
49,short,29,static_aws,aws,mistral-7b,893.4,0.026,True
49,short,29,static_azure,azure,mistral-7b,739.3,0.02301,True
49,short,29,round_robin,azure,mistral-7b,739.3,0.02301,True
49,short,29,predictive,azure,mistral-7b,739.3,0.02301,True
50,short,18,static_aws,aws,mistral-7b,860.1,0.02278,True
50,short,18,static_azure,azure,mistral-7b,765.1,0.02316,True
50,short,18,round_robin,aws,mistral-7b,860.1,0.02278,True
50,short,18,predictive,azure,mistral-7b,765.1,0.02316,True
51,short,19,static_aws,aws,mistral-7b,860.1,0.02301,True
51,short,19,static_azure,azure,mistral-7b,765.1,0.02339,True
51,short,19,round_robin,azure,mistral-7b,765.1,0.02339,True
51,short,19,predictive,azure,mistral-7b,765.1,0.02339,True
52,medium,357,static_aws,aws,mistral-7b,860.1,0.16431,True
52,medium,357,static_azure,azure,mistral-7b,765.1,0.16706,True
52,medium,357,round_robin,aws,mistral-7b,860.1,0.16431,True
52,medium,357,predictive,azure,mistral-7b,765.1,0.16706,True
53,medium,270,static_aws,aws,mistral-7b,860.1,0.14409,True
53,medium,270,static_azure,azure,mistral-7b,765.1,0.14651,True
53,medium,270,round_robin,azure,mistral-7b,765.1,0.14651,True
53,medium,270,predictive,azure,mistral-7b,765.1,0.14651,True
54,short,13,static_aws,aws,mistral-7b,860.1,0.02161,True
54,short,13,static_azure,azure,mistral-7b,765.1,0.02198,True
54,short,13,round_robin,aws,mistral-7b,860.1,0.02161,True
54,short,13,predictive,azure,mistral-7b,765.1,0.02198,True
55,short,34,static_aws,aws,mistral-7b,860.1,0.02649,True
55,short,34,static_azure,azure,mistral-7b,765.1,0.02694,True
55,short,34,round_robin,azure,mistral-7b,765.1,0.02694,True
55,short,34,predictive,azure,mistral-7b,765.1,0.02694,True
56,medium,117,static_aws,aws,mistral-7b,860.1,0.10853,True
56,medium,117,static_azure,azure,mistral-7b,765.1,0.11035,True
56,medium,117,round_robin,aws,mistral-7b,860.1,0.10853,True
56,medium,117,predictive,azure,mistral-7b,765.1,0.11035,True
57,short,74,static_aws,aws,mistral-7b,860.1,0.03579,True
57,short,74,static_azure,azure,mistral-7b,765.1,0.03639,True
57,short,74,round_robin,azure,mistral-7b,765.1,0.03639,True
57,short,74,predictive,azure,mistral-7b,765.1,0.03639,True
58,short,10,static_aws,aws,mistral-7b,860.1,0.02092,True
58,short,10,static_azure,azure,mistral-7b,765.1,0.02127,True
58,short,10,round_robin,aws,mistral-7b,860.1,0.02092,True
58,short,10,predictive,azure,mistral-7b,765.1,0.02127,True
59,medium,103,static_aws,aws,mistral-7b,860.1,0.10528,True
59,medium,103,static_azure,azure,mistral-7b,765.1,0.10704,True
59,medium,103,round_robin,azure,mistral-7b,765.1,0.10704,True
59,medium,103,predictive,azure,mistral-7b,765.1,0.10704,True
60,short,51,static_aws,aws,mistral-7b,860.1,0.03044,True
60,short,51,static_azure,azure,mistral-7b,765.1,0.03096,True
60,short,51,round_robin,aws,mistral-7b,860.1,0.03044,True
60,short,51,predictive,azure,mistral-7b,765.1,0.03096,True
61,medium,132,static_aws,aws,mistral-7b,860.1,0.11202,True
61,medium,132,static_azure,azure,mistral-7b,765.1,0.1139,True
61,medium,132,round_robin,azure,mistral-7b,765.1,0.1139,True
61,medium,132,predictive,azure,mistral-7b,765.1,0.1139,True
62,short,29,static_aws,aws,mistral-7b,860.1,0.02533,True
62,short,29,static_azure,azure,mistral-7b,765.1,0.02576,True
62,short,29,round_robin,aws,mistral-7b,860.1,0.02533,True
62,short,29,predictive,azure,mistral-7b,765.1,0.02576,True
63,short,13,static_aws,aws,mistral-7b,860.1,0.02161,True
63,short,13,static_azure,azure,mistral-7b,765.1,0.02198,True
63,short,13,round_robin,azure,mistral-7b,765.1,0.02198,True
63,short,13,predictive,azure,mistral-7b,765.1,0.02198,True
64,short,14,static_aws,aws,mistral-7b,860.1,0.02185,True
64,short,14,static_azure,azure,mistral-7b,765.1,0.02221,True
64,short,14,round_robin,aws,mistral-7b,860.1,0.02185,True
64,short,14,predictive,azure,mistral-7b,765.1,0.02221,True
65,short,21,static_aws,aws,mistral-7b,860.1,0.02347,True
65,short,21,static_azure,azure,mistral-7b,765.1,0.02387,True
65,short,21,round_robin,azure,mistral-7b,765.1,0.02387,True
65,short,21,predictive,azure,mistral-7b,765.1,0.02387,True
66,medium,153,static_aws,aws,mistral-7b,860.1,0.1169,True
66,medium,153,static_azure,azure,mistral-7b,765.1,0.11886,True
66,medium,153,round_robin,aws,mistral-7b,860.1,0.1169,True
66,medium,153,predictive,azure,mistral-7b,765.1,0.11886,True
67,short,26,static_aws,aws,mistral-7b,860.1,0.02463,True
67,short,26,static_azure,azure,mistral-7b,765.1,0.02505,True
67,short,26,round_robin,azure,mistral-7b,765.1,0.02505,True
67,short,26,predictive,azure,mistral-7b,765.1,0.02505,True
68,medium,287,static_aws,aws,mistral-7b,860.1,0.14804,True
68,medium,287,static_azure,azure,mistral-7b,765.1,0.15052,True
68,medium,287,round_robin,aws,mistral-7b,860.1,0.14804,True
68,medium,287,predictive,azure,mistral-7b,765.1,0.15052,True
69,medium,381,static_aws,aws,mistral-7b,860.1,0.16988,True
69,medium,381,static_azure,azure,mistral-7b,765.1,0.17274,True
69,medium,381,round_robin,azure,mistral-7b,765.1,0.17274,True
69,medium,381,predictive,azure,mistral-7b,765.1,0.17274,True
70,short,12,static_aws,aws,mistral-7b,860.1,0.02138,True
70,short,12,static_azure,azure,mistral-7b,765.1,0.02174,True
70,short,12,round_robin,aws,mistral-7b,860.1,0.02138,True
70,short,12,predictive,azure,mistral-7b,765.1,0.02174,True
71,medium,122,static_aws,aws,mistral-7b,860.1,0.10969,True
71,medium,122,static_azure,azure,mistral-7b,765.1,0.11153,True
71,medium,122,round_robin,azure,mistral-7b,765.1,0.11153,True
71,medium,122,predictive,azure,mistral-7b,765.1,0.11153,True
72,medium,102,static_aws,aws,mistral-7b,860.1,0.10504,True
72,medium,102,static_azure,azure,mistral-7b,765.1,0.10681,True
72,medium,102,round_robin,aws,mistral-7b,860.1,0.10504,True
72,medium,102,predictive,azure,mistral-7b,765.1,0.10681,True
73,medium,136,static_aws,aws,mistral-7b,860.1,0.11295,True
73,medium,136,static_azure,azure,mistral-7b,765.1,0.11484,True
73,medium,136,round_robin,azure,mistral-7b,765.1,0.11484,True
73,medium,136,predictive,azure,mistral-7b,765.1,0.11484,True
74,medium,324,static_aws,aws,mistral-7b,860.1,0.15664,True
74,medium,324,static_azure,azure,mistral-7b,765.1,0.15927,True
74,medium,324,round_robin,aws,mistral-7b,860.1,0.15664,True
74,medium,324,predictive,azure,mistral-7b,765.1,0.15927,True
75,medium,477,static_aws,aws,mistral-7b,860.1,0.19219,True
75,medium,477,static_azure,azure,mistral-7b,765.1,0.19542,True
75,medium,477,round_robin,azure,mistral-7b,765.1,0.19542,True
75,medium,477,predictive,azure,mistral-7b,765.1,0.19542,True
76,short,30,static_aws,aws,mistral-7b,860.1,0.02556,True
76,short,30,static_azure,azure,mistral-7b,765.1,0.02599,True
76,short,30,round_robin,aws,mistral-7b,860.1,0.02556,True
76,short,30,predictive,azure,mistral-7b,765.1,0.02599,True
77,medium,489,static_aws,aws,mistral-7b,860.1,0.19498,True
77,medium,489,static_azure,azure,mistral-7b,765.1,0.19826,True
77,medium,489,round_robin,azure,mistral-7b,765.1,0.19826,True
77,medium,489,predictive,azure,mistral-7b,765.1,0.19826,True
78,short,27,static_aws,aws,mistral-7b,860.1,0.02487,True
78,short,27,static_azure,azure,mistral-7b,765.1,0.02528,True
78,short,27,round_robin,aws,mistral-7b,860.1,0.02487,True
78,short,27,predictive,azure,mistral-7b,765.1,0.02528,True
79,short,13,static_aws,aws,mistral-7b,860.1,0.02161,True
79,short,13,static_azure,azure,mistral-7b,765.1,0.02198,True
79,short,13,round_robin,azure,mistral-7b,765.1,0.02198,True
79,short,13,predictive,azure,mistral-7b,765.1,0.02198,True
80,short,18,static_aws,aws,mistral-7b,860.1,0.02278,True
80,short,18,static_azure,azure,mistral-7b,765.1,0.02316,True
80,short,18,round_robin,aws,mistral-7b,860.1,0.02278,True
80,short,18,predictive,azure,mistral-7b,765.1,0.02316,True
81,short,18,static_aws,aws,mistral-7b,860.1,0.02278,True
81,short,18,static_azure,azure,mistral-7b,765.1,0.02316,True
81,short,18,round_robin,azure,mistral-7b,765.1,0.02316,True
81,short,18,predictive,azure,mistral-7b,765.1,0.02316,True
82,medium,392,static_aws,aws,mistral-7b,860.1,0.17244,True
82,medium,392,static_azure,azure,mistral-7b,765.1,0.17533,True
82,medium,392,round_robin,aws,mistral-7b,860.1,0.17244,True
82,medium,392,predictive,azure,mistral-7b,765.1,0.17533,True
83,short,32,static_aws,aws,mistral-7b,860.1,0.02603,True
83,short,32,static_azure,azure,mistral-7b,765.1,0.02647,True
83,short,32,round_robin,azure,mistral-7b,765.1,0.02647,True
83,short,32,predictive,azure,mistral-7b,765.1,0.02647,True
84,medium,107,static_aws,aws,mistral-7b,860.1,0.10621,True
84,medium,107,static_azure,azure,mistral-7b,765.1,0.10799,True
84,medium,107,round_robin,aws,mistral-7b,860.1,0.10621,True
84,medium,107,predictive,azure,mistral-7b,765.1,0.10799,True
85,medium,221,static_aws,aws,mistral-7b,860.1,0.1327,True
85,medium,221,static_azure,azure,mistral-7b,765.1,0.13493,True
85,medium,221,round_robin,azure,mistral-7b,765.1,0.13493,True
85,medium,221,predictive,azure,mistral-7b,765.1,0.13493,True
86,medium,102,static_aws,aws,mistral-7b,860.1,0.10504,True
86,medium,102,static_azure,azure,mistral-7b,765.1,0.10681,True
86,medium,102,round_robin,aws,mistral-7b,860.1,0.10504,True
86,medium,102,predictive,azure,mistral-7b,765.1,0.10681,True
87,short,39,static_aws,aws,mistral-7b,860.1,0.02766,True
87,short,39,static_azure,azure,mistral-7b,765.1,0.02812,True
87,short,39,round_robin,azure,mistral-7b,765.1,0.02812,True
87,short,39,predictive,azure,mistral-7b,765.1,0.02812,True
88,medium,149,static_aws,aws,mistral-7b,860.1,0.11597,True
88,medium,149,static_azure,azure,mistral-7b,765.1,0.11791,True
88,medium,149,round_robin,aws,mistral-7b,860.1,0.11597,True
88,medium,149,predictive,azure,mistral-7b,765.1,0.11791,True
89,short,12,static_aws,aws,mistral-7b,860.1,0.02138,True
89,short,12,static_azure,azure,mistral-7b,765.1,0.02174,True
89,short,12,round_robin,azure,mistral-7b,765.1,0.02174,True
89,short,12,predictive,azure,mistral-7b,765.1,0.02174,True
90,short,43,static_aws,aws,mistral-7b,860.1,0.02859,True
90,short,43,static_azure,azure,mistral-7b,765.1,0.02906,True
90,short,43,round_robin,aws,mistral-7b,860.1,0.02859,True
90,short,43,predictive,azure,mistral-7b,765.1,0.02906,True
91,short,16,static_aws,aws,mistral-7b,860.1,0.02231,True
91,short,16,static_azure,azure,mistral-7b,765.1,0.02268,True
91,short,16,round_robin,azure,mistral-7b,765.1,0.02268,True
91,short,16,predictive,azure,mistral-7b,765.1,0.02268,True
92,medium,143,static_aws,aws,mistral-7b,860.1,0.11457,True
92,medium,143,static_azure,azure,mistral-7b,765.1,0.1165,True
92,medium,143,round_robin,aws,mistral-7b,860.1,0.11457,True
92,medium,143,predictive,azure,mistral-7b,765.1,0.1165,True
93,short,12,static_aws,aws,mistral-7b,860.1,0.02138,True
93,short,12,static_azure,azure,mistral-7b,765.1,0.02174,True
93,short,12,round_robin,azure,mistral-7b,765.1,0.02174,True
93,short,12,predictive,azure,mistral-7b,765.1,0.02174,True
94,short,16,static_aws,aws,mistral-7b,860.1,0.02231,True
94,short,16,static_azure,azure,mistral-7b,765.1,0.02268,True
94,short,16,round_robin,aws,mistral-7b,860.1,0.02231,True
94,short,16,predictive,azure,mistral-7b,765.1,0.02268,True
95,short,16,static_aws,aws,mistral-7b,860.1,0.02231,True
95,short,16,static_azure,azure,mistral-7b,765.1,0.02268,True
95,short,16,round_robin,azure,mistral-7b,765.1,0.02268,True
95,short,16,predictive,azure,mistral-7b,765.1,0.02268,True
96,short,25,static_aws,aws,mistral-7b,860.1,0.0244,True
96,short,25,static_azure,azure,mistral-7b,765.1,0.02481,True
96,short,25,round_robin,aws,mistral-7b,860.1,0.0244,True
96,short,25,predictive,azure,mistral-7b,765.1,0.02481,True
97,medium,233,static_aws,aws,mistral-7b,860.1,0.13549,True
97,medium,233,static_azure,azure,mistral-7b,765.1,0.13776,True
97,medium,233,round_robin,azure,mistral-7b,765.1,0.13776,True
97,medium,233,predictive,azure,mistral-7b,765.1,0.13776,True
98,medium,136,static_aws,aws,mistral-7b,860.1,0.11295,True
98,medium,136,static_azure,azure,mistral-7b,765.1,0.11484,True
98,medium,136,round_robin,aws,mistral-7b,860.1,0.11295,True
98,medium,136,predictive,azure,mistral-7b,765.1,0.11484,True
99,short,19,static_aws,aws,mistral-7b,860.1,0.02301,True
99,short,19,static_azure,azure,mistral-7b,765.1,0.02339,True
99,short,19,round_robin,azure,mistral-7b,765.1,0.02339,True
99,short,19,predictive,azure,mistral-7b,765.1,0.02339,True
100,short,42,static_aws,aws,mistral-7b,880.6,0.02575,True
100,short,42,static_azure,azure,mistral-7b,801.1,0.02704,True
100,short,42,round_robin,aws,mistral-7b,880.6,0.02575,True
100,short,42,predictive,azure,mistral-7b,801.1,0.02704,True
101,medium,175,static_aws,aws,mistral-7b,880.6,0.11083,True
101,medium,175,static_azure,azure,mistral-7b,801.1,0.11634,True
101,medium,175,round_robin,azure,mistral-7b,801.1,0.11634,True
101,medium,175,predictive,azure,mistral-7b,801.1,0.11634,True
102,short,18,static_aws,aws,mistral-7b,880.6,0.02069,True
102,short,18,static_azure,azure,mistral-7b,801.1,0.02172,True
102,short,18,round_robin,aws,mistral-7b,880.6,0.02069,True
102,short,18,predictive,azure,mistral-7b,801.1,0.02172,True
103,medium,285,static_aws,aws,mistral-7b,880.6,0.13405,True
103,medium,285,static_azure,azure,mistral-7b,801.1,0.14072,True
103,medium,285,round_robin,azure,mistral-7b,801.1,0.14072,True
103,medium,285,predictive,azure,mistral-7b,801.1,0.14072,True
104,short,26,static_aws,aws,mistral-7b,880.6,0.02238,True
104,short,26,static_azure,azure,mistral-7b,801.1,0.02349,True
104,short,26,round_robin,aws,mistral-7b,880.6,0.02238,True
104,short,26,predictive,azure,mistral-7b,801.1,0.02349,True
105,medium,132,static_aws,aws,mistral-7b,880.6,0.10175,True
105,medium,132,static_azure,azure,mistral-7b,801.1,0.10681,True
105,medium,132,round_robin,azure,mistral-7b,801.1,0.10681,True
105,medium,132,predictive,azure,mistral-7b,801.1,0.10681,True
106,short,12,static_aws,aws,mistral-7b,880.6,0.01942,True
106,short,12,static_azure,azure,mistral-7b,801.1,0.02039,True
106,short,12,round_robin,aws,mistral-7b,880.6,0.01942,True
106,short,12,predictive,azure,mistral-7b,801.1,0.02039,True
107,medium,199,static_aws,aws,mistral-7b,880.6,0.11589,True
107,medium,199,static_azure,azure,mistral-7b,801.1,0.12166,True
107,medium,199,round_robin,azure,mistral-7b,801.1,0.12166,True
107,medium,199,predictive,azure,mistral-7b,801.1,0.12166,True
108,short,15,static_aws,aws,mistral-7b,880.6,0.02005,True
